conv_id,context,prompt,empathy,speaker_utterance,listener_utterance,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,mimicry
hit:7566_conv:15132,surprise,I saw a bear the other night while driving. I was shocked.,3.0,So I was driving late the other night and I saw a BEAR crossing the road.,Did you stop for him?,0.15166916,0.72895294,0.11937791,0.1559653,0.80884975,0.035185043,0,0,2,-0.0617142857142857,-0.1862857142857143,-0.1925714285714286,-0.44,0.02,-0.02,16,5,5.449198215501383e-05,5.405750562204048e-05,2.5440866011194885e-05,1.9878700186382048e-05,0.0002283554495079,0.0007714906241744,0.9984097480773926,0.0001613252679817,0.0002751638530753,0
hit:7566_conv:15132,surprise,I saw a bear the other night while driving. I was shocked.,3.0,Yeah I stayed my distance. He did not even acknowledge me or the other car.,Did you take a photo of the bear?,0.6124965,0.36321044,0.024293046,0.07412139,0.8857265,0.040152024,0,0,2,0.1055999999999999,-0.3092,-0.1068,0.3366666666666666,-0.0439999999999999,-0.164,15,8,0.0001316876296186,3.638948328443803e-05,5.036765651311725e-05,1.947935379575938e-05,0.0005634953267872,0.0006809848127886,0.9976155757904052,0.0003480922605376,0.0005538775585591,0
hit:5423_conv:10846,surprise,I was mowing the lawn today and it started storming out of nowhere! ,5.0,I was mowing the lawn today and it started storming out of nowhere!,Were you able to get inside fast?,0.084234335,0.650663,0.26510262,0.0644623,0.8839771,0.051560566,0,0,2,0.1713333333333333,-0.0873333333333333,-0.1846666666666666,0.4253333333333333,-0.0013333333333333,0.2993333333333333,13,7,5.9682886785594746e-05,8.076240919763222e-05,1.2456495824153537e-05,4.049004928674549e-05,0.0003476290439721,0.0002858724910765,0.9988542795181274,6.974954158067703e-05,0.0002490660408511,1
hit:5423_conv:10846,surprise,I was mowing the lawn today and it started storming out of nowhere! ,5.0,No. I was in the middle of the yard and it was sunny_comma_ next thing I know it is pouring down rain and I am soaked.,Oh wow! That would be annoying!,0.5088797,0.39426747,0.096852824,0.90959847,0.074799895,0.01560159,0,0,0,0.0819999999999999,-0.396,-0.2051428571428571,-0.425,0.265,-0.2249999999999999,26,6,0.0003478592843748,0.9976582527160645,0.0002770833962131,0.0004538842185866,9.65454091783613e-05,2.927397690655198e-05,9.899358701659366e-05,0.0009710883605293,6.691664748359472e-05,0
hit:5693_conv:11387,surprise,I was going to get to cables boxes so my kids could have one in their room but I didn't I can't believe they are always watching my tv.,5.0,I just got cable and decided on only one receiver.,Oh ok_comma_ I hope you are enjoying it. Why only one receiver?,0.054741323,0.84465486,0.10060379,0.006479834,0.08126482,0.9122554,1,0,2,0.1386666666666667,-0.3326666666666666,-0.0733333333333333,0.48,-0.0839999999999999,0.2269999999999999,10,12,0.0001656066160649,0.0001487559202359,0.0030546872876584,0.9892701506614684,0.0007798238075338,0.0007198359235189,0.0056903893128037,5.500008046510629e-05,0.0001158891318482,0
hit:5693_conv:11387,surprise,I was going to get to cables boxes so my kids could have one in their room but I didn't I can't believe they are always watching my tv.,5.0,I thought my kids would watch too much tv. I was right because now they watch the one in the living room,Well that was a good choice then! It will save you some money too i am sure,0.35316747,0.52233034,0.12450211,0.0037435691,0.056323264,0.9399331,1,0,0,0.3186,-0.2426,-0.0426,0.6084,-0.118,0.4,22,17,0.0001024130397127,0.0001542455283924,1.957194763235748e-05,3.781045597861521e-05,4.899858322460205e-05,5.734888327424415e-05,4.72245883429423e-05,1.256321593245957e-05,0.9995197057724,1
hit:2870_conv:5741,surprise,I came home today and my whole house was clean.  My boyfriend really did some chores!,5.0,I came home today and my whole house was clean.. ,Oh! that is pretty nice to come home too.,0.0055372813,0.07612201,0.9183407,0.001970048,0.012204201,0.9858257,0,0,0,0.4907999999999999,-0.5048,0.0047999999999999,0.594,-0.2515,0.157,10,9,0.2054229974746704,0.7907385230064392,0.0010467933025211,0.0008383790845982,0.0001593101624166,0.0002497963432688,0.0001476902107242,0.0010088166454806,0.0003877512936014,1
hit:2870_conv:5741,surprise,I came home today and my whole house was clean.  My boyfriend really did some chores!,5.0,My boyfriend really did a lot of chores while I was gone! I could not believe my eyes LOL.,You better keep him sounds like a keeper.,0.05901811,0.18442304,0.75655884,0.06824251,0.66887784,0.26287967,0,0,0,0.1073333333333333,-0.2846666666666667,-0.0953333333333333,0.4049999999999999,-0.1354999999999999,0.082,19,8,0.0005004025879316,0.996752381324768,0.0003339423274155,0.0005861901445314,7.891414134064689e-05,5.4011790780350566e-05,6.874196697026491e-05,0.0015632825670763,6.212024891283363e-05,0
hit:2387_conv:4774,surprise,My friend got me a new phone.,4.0,My friend got me a new phone.,Well that is awfully generous of them.,0.00196621,0.06647513,0.9315587,0.6435812,0.31542698,0.04099182,1,0,0,0.7013333333333334,-0.1686666666666666,0.0486666666666666,1.0,-0.18,0.62,7,7,0.0020782698411494,0.9932996034622192,0.0015732581960037,0.0013490796554833,2.7810563551611267e-05,4.244342562742531e-05,7.965553959365934e-05,0.001097141765058,0.0004528011486399,1
hit:2387_conv:4774,surprise,My friend got me a new phone.,4.0,It is. I did not even ask for it_comma_ and it is not a special occasion.,Wow are they a very close friend?,0.45066229,0.47015426,0.079183444,0.0059431507,0.2222594,0.7717975,0,0,2,0.3833333333333333,-0.0046666666666666,0.058,0.198,-0.3269999999999999,-0.1639999999999999,16,7,4.494182940106839e-05,8.731906564207748e-05,2.7048634365201e-05,2.2425496354117055e-05,9.832406067289412e-05,0.0002142227458534,0.9993600249290466,8.031813194975257e-05,6.534378189826384e-05,0
hit:2770_conv:5541,surprise,i have surprised when my friend surprise me ion my birthday,1.0,once i had been hurt by girl friend and it hurts me more than anything in my life,That sucks.,0.9718309,0.02579038,0.0023787387,0.942198,0.04812611,0.009675873,1,0,0,-0.0259999999999999,0.287,-0.0104999999999999,-0.312,0.412,-0.246,18,2,0.0003115079598501,0.9979075193405152,0.000164797209436,0.0009645678219385,9.166530799120665e-05,4.902487125946209e-05,8.509796316502616e-05,0.0003242591919843,0.0001016056266962,1
hit:2770_conv:5541,surprise,i have surprised when my friend surprise me ion my birthday,1.0,yeah that really sucks.,Well there are plenty more girls out there,0.96364987,0.03158876,0.0047613676,0.055900615,0.5592365,0.38486287,0,0,0,-0.312,0.412,-0.246,0.654,0.224,0.648,4,8,0.0066369124688208,0.1568455994129181,0.0521668791770935,0.0002695361617952,0.0003842861333396,0.0057257483713328,0.0009808477479964,0.2944360375404358,0.4825540781021118,0
hit:9035_conv:18070,surprise,I moved over the weekend.  The truck took us about 5 hours to load.  When we unloaded it took a little under an hour.,4.0,I moved over the weekend.  Although it took about 5 hours to load the truck_comma_ when we unloaded the next day it took a little under an hour.,you made quick work out of that,0.11476,0.66432106,0.2209189,0.026838096,0.5158891,0.45727283,0,0,0,0.1092499999999999,-0.31275,-0.2005,0.423,0.351,0.5,28,7,0.0740158483386039,0.8863797783851624,0.0007174590136855,0.02689029276371,0.0001281118456972,0.0003456220438238,0.0009585192310623,0.0010494920425117,0.0095148915424942,0
hit:9035_conv:18070,surprise,I moved over the weekend.  The truck took us about 5 hours to load.  When we unloaded it took a little under an hour.,4.0,Yeah_comma_ I was really happy that the unloading took as little time as it did.,i wish i could unload that fast,0.0024749537,0.034976687,0.9625484,0.28398716,0.5214818,0.19453096,0,0,0,0.326,-0.2113333333333333,0.0626666666666666,0.427,0.222,0.2199999999999999,15,7,0.0002435854839859,0.0048746005631983,4.438336327439174e-05,1.7802502043196e-05,0.0008255552966147,0.0015149997780099,0.0003712493053171,0.9876524209976196,0.0044554653577506,0
hit:9617_conv:19235,surprise,i was so very happy when my son came home from the navy i felt so happy i was so i can not use the word but it was the best,5.0,i dont no what to right,I guess neither do I_comma_ sorry to hear about your rabbit though.,0.7648448,0.21665461,0.018500648,0.5737996,0.38350436,0.04269601,2,0,0,0.48,-0.296,0.42,0.2455,-0.208,-0.3305,6,12,0.0003587484243325,7.414118590531871e-05,4.980163066647947e-05,0.0007243158761411,0.9971442818641664,0.0003321015974506,0.001035742694512,0.00014407542767,0.0001368430821457,1
hit:9617_conv:19235,surprise,i was so very happy when my son came home from the navy i felt so happy i was so i can not use the word but it was the best,5.0,at the time i was little and i cry for days but now i think about it it is funny will not do that again,Yes its a good lesson for you_comma_ hopefully you dont repeat it!,0.39404184,0.39833438,0.20762382,0.010905495,0.09184812,0.8972464,1,0,0,0.1816666666666666,-0.2126666666666666,-0.1166666666666666,0.4213333333333333,-0.0173333333333333,0.1193333333333333,25,12,9.68998865573667e-05,8.412139141000807e-05,0.0047423299401998,0.993613302707672,0.0006240056827664,0.0003605553647503,0.0001442844804842,0.0002735091838985,6.10440329182893e-05,0
hit:6439_conv:12879,surprise,When I was younger_comma_ there was a car I really wanted. I had worked to make the money for it_comma_ but needed a bit more. However_comma_ for my birthday_comma_ my parents paid the rest and gave me the car.,3.0,When I was younger_comma_ I worked really hard to save up money for a car_comma_ but needed a bit more. But on my birthday_comma_ my parents paid the rest for me.,That is so cool of them. That is how parents should be,0.09184952,0.55283755,0.35531294,0.0019208445,0.013963611,0.98411554,0,0,0,0.4408888888888889,-0.0411111111111111,0.1697777777777777,0.5780000000000001,-0.242,0.4633333333333334,31,12,0.0004277921980246,0.9982707500457764,9.556920122122392e-05,0.0001018812472466,0.0001044447053573,0.0001658316905377,6.707973807351664e-05,0.0007236233213916,4.293991878512316e-05,1
hit:6439_conv:12879,surprise,When I was younger_comma_ there was a car I really wanted. I had worked to make the money for it_comma_ but needed a bit more. However_comma_ for my birthday_comma_ my parents paid the rest and gave me the car.,3.0,I agree. I really wanted to do it myself_comma_ but it is something I will never forget.,We all need a little help sometimes,0.015379868,0.13864699,0.84597313,0.15247276,0.7352086,0.112318605,1,0,0,0.293,-0.201,0.0124999999999999,0.0453333333333333,-0.1966666666666666,-0.418,17,7,0.0008038068772293,0.952530562877655,0.0015262042870745,0.0358540639281272,0.0001537988864583,0.0001652635401114,0.0002199372538598,0.008242005482316,0.000504421070218,1
hit:3809_conv:7618,surprise,I have recently become vegan because of health reasons and I am very impressed with the food.  I have found some amazing recipes that make me not miss meat at all,5.0,I have recently become vegan and I am very impressed with the food,That is interesting. Do you miss meat or dairy at all?,0.0010953689,0.01264279,0.9862619,0.016015273,0.33508658,0.6488981,0,0,2,0.4327999999999999,-0.0832,0.0196,0.3725,-0.0539999999999999,0.007,13,11,5.703248098143376e-05,9.514143312117084e-05,3.19395876431372e-05,1.5407975297421217e-05,0.0001678763946983,0.0002481892588548,0.9991450309753418,0.0001082991584553,0.000131160748424,1
hit:3809_conv:7618,surprise,I have recently become vegan because of health reasons and I am very impressed with the food.  I have found some amazing recipes that make me not miss meat at all,5.0,I had to start eating this way because of health reasons and I have found some amazing recipes on Pinterest.   It makes me not miss meat or dairy at all,That is good to hear. I wish you the best of luck with your new diet.,0.0019139979,0.02474931,0.9733367,0.0012042912,0.013115046,0.9856807,1,0,0,0.4443333333333333,-0.1303333333333333,0.0673333333333333,0.5563333333333333,-0.135,0.1073333333333333,30,16,8.153577073244378e-05,0.0002938653051387,7.615917274961248e-05,5.060865805717185e-05,0.0005007460713386,6.750977627234533e-05,0.000112253233965,0.9986067414283752,0.0002105920721078,1
hit:5547_conv:11095,surprise,MY boyfriend cooked me dinner the other day. I don't like people in my kitchen,5.0,My boyfriend cooked me dinner for the first time. I did not trust him in my kitchen,Well that is fun! Did he do a good job?,0.91952837,0.07382474,0.0066469563,0.0031267435,0.02288944,0.9739838,1,0,2,0.4736666666666667,-0.145,0.154,0.7000000000000001,0.168,0.2786666666666667,17,10,5.56553786736913e-05,6.275370833463967e-05,3.679356814245693e-05,1.4982083484937904e-05,0.0001468527916586,0.0006338506937026,0.9983919262886048,0.0001841425109887,0.0004730048240162,1
hit:5547_conv:11095,surprise,MY boyfriend cooked me dinner the other day. I don't like people in my kitchen,5.0,He did amazing. He made fish tacos and it was just like the ones we had in mexico,Cool I am glad it was a success. I hope it reminded you of good times!,0.0017608985,0.016553989,0.9816851,0.0011034649,0.007343311,0.99155325,1,0,0,0.2952,-0.1539999999999999,-0.1232,0.7503333333333334,0.0509999999999999,0.4613333333333334,18,16,0.0003005696926265,0.9925803542137146,0.000817356922198,0.0010220977710559,0.0005571474321186,4.10070460930001e-05,8.360842912225053e-05,7.663850556127727e-05,0.0045211287215352,1
hit:7148_conv:14297,surprise,I unexpectedly received a parcel the other day,4.0,I got an unexpected parcel the other day,Was it from someone you knew?,0.11716894,0.7492764,0.13355465,0.08302094,0.8823348,0.03464415,0,0,2,0.1755,-0.2285,-0.304,0.0,0.0,0.0,8,6,4.7661807911936194e-05,4.170459214947186e-05,2.9363727662712336e-05,3.355957960593514e-05,0.0002379915385972,0.0001488242560299,0.999159812927246,7.003955397522077e-05,0.0002309957781108,0
hit:7148_conv:14297,surprise,I unexpectedly received a parcel the other day,4.0,My Aunt.,What was it?,0.10269368,0.7907763,0.106530055,0.11169001,0.7879167,0.10039329,0,0,1,0.334,-0.418,-0.16,0.0,0.0,0.0,2,3,0.0001192732233903,6.505789497168735e-05,5.728956966777332e-05,2.593358658486977e-05,0.0006421854486688,0.008695968426764,0.9886741042137146,0.0005528793553821,0.0011673541739583,0
hit:9371_conv:18742,surprise,One my friends seemed like he was hopeless with women. Then randomly he got a girlfriend and it was shocking to me.,1.0,One of my friends seemed so bad with women but then randomly he  got a girlfriend.,Where did he meet her?,0.8392609,0.15121303,0.009526038,0.11607271,0.84830225,0.035625093,0,0,2,0.078,0.0748,-0.1112,0.52,0.02,0.16,16,5,3.789149923250079e-05,3.548294262145646e-05,2.969920205941889e-05,2.5794186512939632e-05,0.0001183264394057,0.0004504492972046,0.998916745185852,0.0001406940718879,0.0002449656312819,1
hit:9371_conv:18742,surprise,One my friends seemed like he was hopeless with women. Then randomly he got a girlfriend and it was shocking to me.,1.0,A few weeks ago_comma_ so it was pretty jarring.,Not when_comma_ where I asked?,0.71795493,0.2583386,0.02370647,0.30042207,0.66719556,0.032382302,0,0,2,-0.0439999999999999,-0.15,-0.1875,0.0,0.0,0.0,9,5,0.0001006068414426,2.26964275498176e-05,3.9025522710289806e-05,0.0002316917380085,0.0007179566309787,0.0081435805186629,0.9903168678283693,0.0002582941378932,0.0001691482029855,0
hit:6896_conv:13792,surprise,My wife bought me tickets to a concert and didnt tell me about it.  It was a so awesome,5.0,My wife is so nice sometimes ,Is she? That is pretty awesome!! How did you land her?,0.002806801,0.017664297,0.9795289,0.001445564,0.009389735,0.98916465,0,0,2,0.8160000000000001,0.072,0.2329999999999999,0.6246666666666666,0.1153333333333333,0.3786666666666667,6,11,4.782494579558261e-05,0.0002395792107563,3.3920048736035824e-05,1.594340574229136e-05,8.981248538475484e-05,0.0002294010919285,0.9991816878318788,6.514503184007481e-05,9.66373409028165e-05,1
hit:6896_conv:13792,surprise,My wife bought me tickets to a concert and didnt tell me about it.  It was a so awesome,5.0,She got me tickets to a concert and didnt tell me about it until we were on the way there. it was so cool,Sweet!!!  Did you have a good time?,0.0015927163,0.010795049,0.9876122,0.0034001824,0.056337677,0.94026214,0,0,1,0.4152,-0.0324,0.124,0.4733333333333333,-0.284,0.0166666666666666,24,7,9.71234476310201e-05,6.945821223780513e-05,4.816436194232665e-05,1.3855363249604125e-05,0.0003197437035851,0.0008625320042483,0.9968796968460084,0.000647360633593,0.0010620186803862,1
hit:6896_conv:13792,surprise,My wife bought me tickets to a concert and didnt tell me about it.  It was a so awesome,5.0,we did_comma_ it was so much fun_comma_ but super loud,Yeah I bet.  ,0.0020317594,0.013144712,0.9848236,0.23975982,0.56977266,0.1904676,0,1,0,0.5566666666666666,0.4373333333333333,0.5446666666666667,-0.23,0.396,-0.136,10,3,0.0030138178262859,0.0190353654325008,0.9748064279556274,0.000542321417015,0.0001821540936361,0.0006111090769991,0.0001366216310998,0.0009175015729852,0.0007546935230493,0
hit:1140_conv:2280,surprise,I was watching a YouTube video yesterday of some Asian guy chopping down a full grown banana tree with just Muay Thai kicks...it was pretty awesome,5.0,I saw a video of an Asian guy chopping down a banana tree with leg kicks..it was pretty insane,That is really weird_comma_ did he actually knock the tree down and how thick was the tree?,0.8256187,0.15261298,0.021768358,0.8749583,0.11747185,0.007569908,0,0,2,0.021,-0.0384,-0.1598,-0.0556,-0.256,-0.0364,19,17,8.203564357245341e-05,7.066715625114739e-05,2.4440279958071187e-05,3.0857831006869674e-05,0.0003794980875682,0.0019128306303173,0.9949657320976256,0.0001963049871847,0.0023376822937279,1
hit:1140_conv:2280,surprise,I was watching a YouTube video yesterday of some Asian guy chopping down a full grown banana tree with just Muay Thai kicks...it was pretty awesome,5.0,It was a full grown banana tree.  Before that he was kicking steel street sign posts and bending them out of shape...then he moved onto the banana tree and cut through it like butter!,I wonder how long it would take him to kick through a large and wide tree.,0.28510973,0.5940386,0.1208517,0.10708866,0.8309665,0.06194491,0,0,0,0.1529333333333333,-0.2874666666666667,-0.126,0.25425,-0.03525,0.0647499999999999,34,16,0.010809258557856,0.9832167625427246,0.0008183300960808,0.0004937068442814,3.7080473703099415e-05,0.0002047714806394,4.356262434157543e-05,0.0005859319935552,0.0037906633224338,0
hit:4901_conv:9803,surprise,I won tickets to see my favorite band in concert!,5.0,I won tickets to see my favorite band in concert the other day!,That is freakin awesome! I never win anything_comma_ go you! What band is it?,0.00078868924,0.015313087,0.9838982,0.016060716,0.036352932,0.9475864,1,0,2,0.4231428571428571,-0.096,-0.0491428571428571,0.5325,0.292,0.374,13,14,0.000145323559991,0.0249766539782285,5.2049392252229154e-05,0.0001234234659932,0.0003439925203565,0.0016974321333691,0.972277283668518,0.0001977805077331,0.0001860161864897,1
hit:4901_conv:9803,surprise,I won tickets to see my favorite band in concert!,5.0,It is a band called Say Anything_comma_ I have been a fan of theirs since 2006!,I love them!!! So jealous_comma_ hope you have a blast!,0.0012014962,0.11669693,0.8821016,0.0021125989,0.0057248543,0.9921625,1,0,0,0.3785,-0.16,-0.0214999999999999,0.2096,0.2036,0.2508,16,10,0.0003354239743202,0.000237340471358,0.501366376876831,0.4953049123287201,0.000283647357719,0.001148079521954,0.0001433903089491,0.0009082157048396,0.0002726223319768,0
hit:3430_conv:6861,surprise,I recieved a gift of money from my parents last Friday.  They sent it through the mail to me.,5.0,I got a letter from my parents this past Friday with a wonderul surprise in it.,Oh what was the surprise?! ,0.0019560736,0.15519361,0.8428503,0.19260731,0.6236845,0.18370818,0,0,1,0.3743999999999999,-0.0624,-0.0336,0.75,0.75,0.124,16,5,6.969935930101201e-05,0.0003380260313861,2.344824497413356e-05,1.0358668987464624e-05,0.0002124785241903,0.0005051694461144,0.997992753982544,0.0002281492925249,0.0006199384224601,0
hit:3430_conv:6861,surprise,I recieved a gift of money from my parents last Friday.  They sent it through the mail to me.,5.0,Just a little spending cash.  Nothing outrageous_comma_ but enough to take the wife out and have a good time with.,You should go on a little date if you can. or to the movies!,0.0145961465,0.25184658,0.7335573,0.00317677,0.24536239,0.75146085,0,0,0,0.2485,0.009,0.011,0.1455,-0.304,-0.236,20,14,0.0004388521483633,0.0030256824102252,8.357662591151893e-05,0.0070402882993221,0.0008838195353746,0.9876344799995422,0.0003827148466371,0.0001115440099965,0.0003990017576143,0
hit:3449_conv:6899,surprise,i was pleasantly taken aback when i saw hamilton. Lin manuel is a true genius!,3.0,I was so much in awe when i saw Hamilton!,Are you talking about the city or a person?,0.002251182,0.021734314,0.97601444,0.13833375,0.8316381,0.030028112,0,0,2,-0.215,0.2809999999999999,-0.182,0.493,-0.106,0.104,10,9,4.2877796659013256e-05,4.9960173782892525e-05,2.527865581214428e-05,2.6097282898263074e-05,7.035495946183801e-05,0.0003358288377057,0.999243140220642,0.0001198218160425,8.668196096550673e-05,0
